A
(8)
(0 0 0 0 2 2 2 2 2 2 2 2 2 2)
(0 0 0 0 2 2 2 2 2 2 2 2 2 2)
(0 0 0 0 2 2 2 2 2 2 2 2 2 2)
(0 0 0 0 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)

B
(20)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(0 0 0 0 0 0 0 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)

C
(28)
(0 0 2 0 0 0 0 0 0 2 2 2 2 2)
(0 0 0 2 0 0 0 0 0 2 2 2 2 2)
(0 0 0 0 2 0 0 0 0 2 2 2 2 2)
(0 0 0 0 0 2 0 0 0 2 2 2 2 2)
(0 0 0 0 0 0 2 0 0 2 2 2 2 2)
(0 0 0 0 0 0 0 2 0 2 2 2 2 2)
(0 0 0 0 0 0 0 0 2 2 2 2 2 2)
(0 0 0 0 0 0 0 0 0 2 2 2 2 2)
(0 0 0 0 0 0 0 0 0 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)

D
(36)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)

E
(44)
(0 2 2 2 2 2 2 2 2 2 2 2 2 2)
(2 0 2 0 0 0 0 0 0 2 0 0 0 2)
(2 0 0 2 0 0 0 0 0 0 2 0 0 2)
(2 0 0 0 2 0 0 0 0 0 0 2 0 2)
(2 0 0 0 0 2 0 0 0 0 0 0 2 2)
(2 0 0 0 0 0 2 0 0 0 0 0 0 2)
(2 0 0 0 0 0 0 2 0 0 0 0 0 2)
(2 0 0 0 0 0 0 0 2 0 0 0 0 2)
(2 0 0 0 0 0 0 0 0 2 0 0 0 2)
(2 0 2 0 0 0 0 0 0 0 2 0 0 2)
(2 2 0 0 0 0 0 0 0 0 0 2 0 2)
(2 0 0 0 2 0 0 0 0 0 0 0 2 2)
(2 0 0 0 0 2 0 0 0 0 0 0 0 2)
(2 2 2 2 2 2 2 2 2 2 2 2 2 2)

F
(72)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
(0 0 0 0 0 0 0 0 0 0 0 0 0 0)
